index_source,pubmed_id,title_pub,title_source,authors_pub,clusterid_google,titleMatch
638,,,Epithelial cell division: Aurora kicks Lgl to the cytoplasmic curb,,6906346537632220509,None
639,27957496,Evaluation of Lethal Giant Larvae as a Schistosomiasis Vaccine Candidate.,Evaluation of lethal giant larvae as a schistosomiasis vaccine candidate,"Y CAO,H QIAO,Y SHI,Y HAN,J LIU,H LI,K LU,J LIN,Y JIN",11299342569297788774,High
640,31575922,Scribble co-operatively binds multiple α,Scribble co-operatively binds multiple α 1D-adrenergic receptor C-terminal PDZ ligands,"EM JANEZIC,DA HARRIS,D DINH,KS LEE,A STEWART,TR HINDS,PL HSU,N ZHENG,C HAGUE",9572991666816200122,Low
641,,,Molecular mechanisms of cell polarity in a range of model systems and in migrating neurons,,17509918542195220416,None
642,31088964,"Solving the structure of Lgl2, a difficult blind test of unsupervised structure determination.","Solving the structure of Lgl2, a difficult blind test of unsupervised structure determination","IS UFIMTSEV,L ALMAGOR,WI WEIS,M LEVITT",16410157679298755056,High
643,29934283,Axon Regeneration: Antagonistic Signaling Pairs in Neuronal Polarization.,Axon regeneration: antagonistic signaling pairs in neuronal polarization,"SM HAPAK,S GHOSH,CV ROTHLIN",15556313293488328594,High
644,30872455,Troponin-I mediates the localization of selected apico-basal cell polarity signaling proteins.,Troponin-I mediates the localization of selected apico-basal cell polarity signaling proteins,"S CASAS-TINTÓ,A FERRÚS",5950624903241817465,High
645,31153057,Dealing with apical-basal polarity and intercellular junctions: a multidimensional challenge for epithelial cell division.,Dealing with apical–basal polarity and intercellular junctions: a multidimensional challenge for epithelial cell division,"M OSSWALD,E MORAIS-DE-SÁ",4943188294772100235,High
646,26919260,Spatiotemporal phosphoregulation of Lgl: Finding meaning in multiple on/off buttons.,Spatiotemporal phosphoregulation of Lgl: Finding meaning in multiple on/off buttons,"S MOREIRA,E MORAIS-DE-SÁ",6356832868756189219,High
647,32361599,Breaking symmetry - cell polarity signaling pathways in growth cone guidance and synapse formation.,Breaking symmetry–cell polarity signaling pathways in growth cone guidance and synapse formation,Y ZOU,14407801138313454784,High
648,32325951,The Case of the Scribble Polarity Module in Asymmetric Neuroblast Division in Development and Tumorigenesis.,The Case of the Scribble Polarity Module in Asymmetric Neuroblast Division in Development and Tumorigenesis,A CARMENA,984947302147761215,High
649,,,"Scribble, Lgl1, and myosin II form a complex in vivo to promote directed cell migration",,2018656095539426556,None
650,,,A study of PDZ protein expression during the human papillomavirus life cycle,,15048475690855458960,None
651,34871594,"Corrigendum to ""Lethal giant larvae 1 inhibits smooth muscle calcification via high mobility group box 1"" [J Mol Cell Cardiol. 2020;142:39-52].",Lethal giant larvae 1 inhibits smooth muscle calcification via high mobility group box 1,"T ZHANG,G CAO,X MENG,C OUYANG,J GAO,Y SUN,J WU,Q MIN,C ZHANG,W ZHANG",48205100642771104,Low
652,23907540,PTEN loss represses glioblastoma tumor initiating cell differentiation via inactivation of Lgl1.,Inactivation of Lgl1 in glioblastoma,"A GONT,JE HANSON,SJ LAVICTOIRE,DA PAROLIN,M DANESHMAND,IJ RESTALL,M SOUCIE,G NICHOLAS,J WOULFE,A KASSAM,VF DA SILVA,IA LORIMER",5878015300797628296,Low
653,32039235,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation.,Characterizing the Binding Sites for GK Domain of DLG1 and DLG4 via Molecular Dynamics Simulation,"H LI,Q CHEN,C SHAN,C GUO,X YANG,Y CHEN,J ZHU,Q OUYANG",4023046620459650626,High
654,,,Epithelial Cell Growth and Polarity Establishment,,8136460954668696013,None
655,,,Design and optimization of small peptides that regulate the balance of synaptic excitation and inhibition,,16800732488471420762,None
656,,,Molecular contribution of the Aurora-A kinase and the junctional protein Afadin to oriented cell divisions,,12322498728324740776,None
657,33962021,Scrib module proteins: Control of epithelial architecture and planar spindle orientation.,Scrib module proteins: Control of epithelial architecture and planar spindle orientation,YI NAKAJIMA,18259032706193314447,High
658,,,Entropy of stapled peptide inhibitors in free state is the major contributor to the improvement of binding affinity with the GK domain,,4853085254690569857,None
659,,,"Pins is not Required for Spindle Orientation in the
Wing Disc",,2AzinU2DtyUJ,None
660,,,Implication de la protéine Girdin dans la régulation des jonctions d'adhérence et de la polarité épithéliale chez Drosophila melanogaster,,hCWDoqYmLhQJ,None
661,,,Studying human neuropsychiatric disease in DLG2 deficient neurons,,15149279808295658396,None
662,34849800,"CeLINC, a fluorescence-based protein-protein interaction assay in Caenorhabditis elegans.","CeLINC, a fluorescence-based protein–protein interaction assay in Caenorhabditis elegans","JR KROLL,S REMMELZWAAL,M BOXEM",17151356698788736979,High
663,,,"CeLINC, a fluorescence-based protein-protein interaction assay in C. elegans",,17064581896870825165,None
664,,,Functional and ultrastructural studies of apical-basal polarity in Drosophila nephrocytes,,392769966116324085,None
665,,,Etude de la fonction de Patj dans la régulation de la polarité épithéliale.,,10373333847076521156,None
666,,,Fonctions et régulations des protéines Crumbs dans la morphogenèse des tissus épithéliaux,,XiZJuItpyEsJ,None
667,23535009,The Par3/Par6/aPKC complex and epithelial cell polarity.,The Par3/Par6/aPKC complex and epithelial cell polarity,"J CHEN,M ZHANG",14309190868214405938,High
668,26988743,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling.,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J ZHU,Y SHANG,M ZHANG",4976467416538385573,High
669,29544874,Homing in: Mechanisms of Substrate Targeting by Protein Kinases.,Homing in: mechanisms of substrate targeting by protein kinases,"CJ MILLER,BE TURK",10607404719359122137,High
670,26214365,Dynamics and Membrane Interactions of Protein Kinase C.,Dynamics and membrane interactions of protein kinase C,TI IGUMENOVA,18069028714969931313,High
671,26481050,Establishment of Par-Polarized Cortical Domains via Phosphoregulated Membrane Motifs.,Establishment of par-polarized cortical domains via phosphoregulated membrane motifs,"MJ BAILEY,KE PREHODA",14915826892060681231,High
672,22841933,Protein kinase C (PKC) isozyme-specific substrates and their design.,Protein kinase C (PKC) isozyme-specific substrates and their design,"JH KANG,R TOITA,CW KIM,Y KATAYAMA",17251121757344063705,High
673,27554858,aPKC Inhibition by Par3 CR3 Flanking Regions Controls Substrate Access and Underpins Apical-Junctional Polarization.,aPKC inhibition by Par3 CR3 flanking regions controls substrate access and underpins apical-junctional polarization,"EV SORIANO,ME IVANOVA,G FLETCHER,P RIOU,PP KNOWLES,K BARNOUIN,A PURKISS,B KOSTELECKY,P SAIU,M LINCH,A ELBEDIWY,S KJÆR,N O'REILLY,AP SNIJDERS,PJ PARKER,BJ THOMPSON,NQ MCDONALD",15468198236523783668,High
674,,,An in cellulo-derived structure of PAK4 in complex with its inhibitor Inka1,,18439308111990820075,None
675,28963071,Protein Complex Assemblies in Epithelial Cell Polarity and Asymmetric Cell Division.,Protein complex assemblies in epithelial cell polarity and asymmetric cell division,"W WEN,M ZHANG",6826944998539703978,High
676,24762971,Knowledge-based fragment binding prediction.,Knowledge-based fragment binding prediction,"GW TANG,RB ALTMAN",2520669890363460898,High
677,23940317,Competing molecular interactions of aPKC isoforms regulate neuronal polarity.,Competing molecular interactions of aPKC isoforms regulate neuronal polarity,"SS PARKER,EK MANDELL,SM HAPAK,IY MASKAYKINA,Y KUSNE,JY KIM,JK MOY,PA ST JOHN,JM WILSON,KM GOTHARD,TJ PRICE,S GHOSH",12192024990839097780,High
678,,,[CITATION][C],,780070658607280319,None
679,29281827,Synaptic Targeting and Function of SAPAPs Mediated by Phosphorylation-Dependent Binding to PSD-95 MAGUKs.,Synaptic targeting and function of SAPAPs mediated by phosphorylation-dependent binding to PSD-95 MAGUKs,"J ZHU,Q ZHOU,Y SHANG,H LI,M PENG,X KE,Z WENG,R ZHANG,X HUANG,SSC LI,G FENG,Y LU,M ZHANG",15699679757863684213,High
680,26992354,Molecular Control of Atypical Protein Kinase C: Tipping the Balance between Self-Renewal and Differentiation.,Molecular control of atypical protein kinase C: tipping the balance between self-renewal and differentiation,"ML DRUMMOND,KE PREHODA",14795822723500972379,High
681,29983916,aPKC: the Kinase that Phosphorylates Cell Polarity.,aPKC: The kinase that phosphorylates cell polarity,Y HONG,3954280915545110453,High
682,,,[CITATION][C],,17259975613354538723,None
683,26199377,Protein Kinase C (PKC)ζ Pseudosubstrate Inhibitor Peptide Promiscuously Binds PKC Family Isoforms and Disrupts Conventional PKC Targeting and Translocation.,Protein kinase C (PKC) ζ pseudosubstrate inhibitor peptide promiscuously binds PKC family isoforms and disrupts conventional PKC targeting and translocation,"AS BOGARD,SJ TAVALIN",3670138753029518612,High
684,30600259,Activation of atypical protein kinase C by sphingosine 1-phosphate revealed by an aPKC-specific activity reporter.,Activation of atypical protein kinase C by sphingosine 1-phosphate revealed by an aPKC-specific activity reporter,"T KAJIMOTO,AD CALIMAN,IS TOBIAS,T OKADA,CA PILO,AN VAN,J ANDREW MCCAMMON,SI NAKAMURA,AC NEWTON",16717453431961100039,High
685,32726576,Liquid-Liquid Phase Separation in Neuronal Development and Synaptic Signaling.,Liquid-liquid phase separation in neuronal development and synaptic signaling,"X WU,Q CAI,Z FENG,M ZHANG",11931524430378515763,High
686,24092753,Atypical protein kinase Cλ is critical for growth factor receptor-induced dorsal ruffle turnover and cell migration.,Atypical protein kinase Cλ is critical for growth factor receptor-induced dorsal ruffle turnover and cell migration,"B XING,L WANG,D GUO,J HUANG,C ESPENEL,G KREITZER,JJ ZHANG,L GUO,XY HUANG",2025174766151089072,High
687,29991771,Structural insights into ubiquitin phosphorylation by PINK1.,Structural insights into ubiquitin phosphorylation by PINK1,"K OKATSU,Y SATO,K YAMANO,N MATSUDA,L NEGISHI,A TAKAHASHI,A YAMAGATA,S GOTO-ITO,M MISHIMA,Y ITO,T OKA,K TANAKA,S FUKAI",6351656441710149516,High
688,29781749,Oncogenic PKC-ι activates Vimentin during epithelial-mesenchymal transition in melanoma; a study based on PKC-ι and PKC-ζ specific inhibitors.,Oncogenic PKC-ι activates Vimentin during epithelial-mesenchymal transition in melanoma; a study based on PKC-ι and PKC-ζ specific inhibitors,"WS RATNAYAKE,CA APOSTOLATOS,AH APOSTOLATOS,RJ SCHUTTE,MA HUYNH,DA OSTROV,M ACEVEDO-DUNCAN",4534757757214048035,High
689,32385244,Par complex cluster formation mediated by phase separation.,Par complex cluster formation mediated by phase separation,"Z LIU,Y YANG,A GU,J XU,Y MAO,H LU,W HU,QY LEI,Z LI,M ZHANG,Y CAI,W WEN",7401265763201848151,High
690,25799139,Co-conserved MAPK features couple D-domain docking groove to distal allosteric sites via the C-terminal flanking tail.,Co-conserved MAPK features couple D-domain docking groove to distal allosteric sites via the C-terminal flanking tail,"T NGUYEN,Z RUAN,K ORUGANTY,N KANNAN",10675031268287641232,High
691,31409654,Apical polarity proteins recruit the RhoGEF Cysts to promote junctional myosin assembly.,Apical polarity proteins recruit the RhoGEF Cysts to promote junctional myosin assembly,"JT SILVER,F WIRTZ-PEITZ,S SIMÕES,M PELLIKKA,D YAN,R BINARI,T NISHIMURA,Y LI,TJC HARRIS,N PERRIMON,U TEPASS",2411241548875612276,High
692,32589943,"PKCλ/ι Loss Induces Autophagy, Oxidative Phosphorylation, and NRF2 to Promote Liver Cancer Progression.","PKCλ/ι loss induces autophagy, oxidative phosphorylation, and NRF2 to promote liver cancer progression","Y KUDO,M SUGIMOTO,E ARIAS,H KASASHIMA,T CORDES,JF LINARES,A DURAN,Y NAKANISHI,N NAKANISHI,A L'HERMITTE,A CAMPOS,N SENNI,T ROOSLID,LR ROBERTS,AM CUERVO,CM METALLO,M KARIN,MT DIAZ-MECO,J MOSCAT",10420818075852140626,High
693,31158466,Spinocerebellar ataxia type 14 caused by a nonsense mutation in the PRKCG gene.,Spinocerebellar ataxia type 14 caused by a nonsense mutation in the PRKCG gene,"T SHIRAFUJI,H SHIMAZAKI,T MIYAGI,T UEYAMA,N ADACHI,S TANAKA,I HIDE,N SAITO,N SAKAI",11292348909597667858,High
694,25000553,Ordered multisite phosphorylation of lethal giant larvae by atypical protein kinase C.,Ordered multisite phosphorylation of lethal giant larvae by atypical protein kinase C,"C GRAYBILL,KE PREHODA",470075128733120486,High
695,32084408,A Conserved PDZ-Binding Motif in aPKC Interacts with Par-3 and Mediates Cortical Polarity.,A conserved PDZ-binding motif in aPKC interacts with Par-3 and mediates cortical polarity,"RW HOLLY,K JONES,KE PREHODA",15961821750656412684,High
696,33177705,"Equivocal, explicit and emergent actions of PKC isoforms in cancer.","Equivocal, explicit and emergent actions of PKC isoforms in cancer","PJ PARKER,SJ BROWN,V CALLEJA,P CHAKRAVARTY,M COBBAUT,M LINCH,JJT MARSHALL,S MARTINI,NQ MCDONALD,T SOLIMAN,L WATSON",13611127799953982206,High
697,29642029,Structural Basis of Protein Kinase Cα Regulation by the C-Terminal Tail.,Structural basis of protein kinase Cα regulation by the C-terminal tail,"Y YANG,C SHU,P LI,TI IGUMENOVA",1261143848203013700,High
698,31163173,Competitive Inhibition of aPKC by Par-3/Bazooka and Other Substrates.,Competitive inhibition of aPKC by Par-3/Bazooka and other substrates,"BJ THOMPSON,NQ MCDONALD",2327547547225561537,High
699,32268103,Shank2 Binds to aPKC and Controls Tight Junction Formation with Rap1 Signaling during Establishment of Epithelial Cell Polarity.,Shank2 Binds to aPKC and Controls Tight Junction Formation with Rap1 Signaling during Establishment of Epithelial Cell Polarity,"K SASAKI,N KOJITANI,H HIROSE,Y YOSHIHAMA,H SUZUKI,M SHIMADA,A TAKAYANAGI,A YAMASHITA,MA NAKAYA,H HIRANO,H TAKAHASHI,S OHNO",3899860865677953958,High
700,,,Regulation of Protein Arginine Methyltransferase 5 by Novel Serine 15 Phosphorylation in Colorectal Cancer,,11046685918029319027,None
701,,,Protein Structure and Modeling,,5574684132950566972,None
702,32551607,"Discovery of 4,6- and 5,7-Disubstituted Isoquinoline Derivatives as a Novel Class of Protein Kinase C ζ Inhibitors with Fragment-Merging Strategy.","Discovery of 4, 6-and 5, 7-disubstituted isoquinoline derivatives as a novel class of protein kinase C ζ inhibitors with fragment-merging strategy","M ATOBE,T SERIZAWA,N YAMAKAWA,K TAKABA,Y NAGANO,T YAMAURA,E TANAKA,A TAZUMI,S BITO,M ISHIGURO,M KAWANISHI",4101673915687498331,High
